date,open,high,low,close,volume,ma|close|5_0,macd_12_26_9_0,macd_12_26_9_1,macd_12_26_9_2,stoch_14_3_0,stoch_14_3_1,rsi|close|14,roc|close|20,trend_backward|close|10_5_2,trend|close|5_5_20
2020-07-15 10:45:00,2.9768956459965072,2.982218034617582,2.975416265587121,2.9722919063074307,0.7356723003719142,2.9945143932411846,-0.12939169237292927,-0.2849090538353359,0.5105347891988666,1.3141639487583738,1.0225562598439808,0.29152499973137574,-0.8203738434602497,-1.3899186888861066,0.061858246232072756
2020-07-15 10:40:00,3.0149906005910987,3.014156326419274,2.9975518259453136,2.976098913174434,0.8332813984112014,3.0047335501129817,-0.12687736486122705,-0.254594429606836,0.415612081178302,1.0061566197166063,1.187572504701342,0.318703477860023,-0.7894429655792509,0.014051410502639704,0.061858246232072756
2020-07-15 10:35:00,3.0591807479208226,3.066626377236333,3.0364798803683404,3.0111233763508682,0.7398795890805041,3.018003201573372,-0.05619905639925005,-0.2154756314696873,0.536423087538292,0.7904323654017431,1.0676215266328635,0.5684900058603883,-0.3133582017142764,1.418021509891386,0.061858246232072756
2020-07-15 10:30:00,3.118608877088387,3.117575557015221,3.0776978203456644,3.0575688601283133,0.30821176757917373,3.0184607757616613,0.08877678978876052,-0.1536850948478147,0.8475250229032156,0.9101315942880661,0.9289008752829455,0.8731536996222418,-0.12644498070889323,1.418021509891386,1.5581666493746258
2020-07-15 10:25:00,3.1003232988829823,3.123659041167922,3.123495531431579,3.117719568626973,0.4958568439822862,3.032950625057492,0.31634860334753495,-0.056383203200284705,1.3348123689246405,1.20234111775183,0.9962589495834111,1.220072246716981,0.19645754317161795,1.418021509891386,0.5888729462339378
2020-07-15 10:20:00,3.079752023401904,3.0833559586562678,3.0792244107151934,3.0971617315451545,0.6481606952332429,3.0579646806839764,0.452705281078988,0.050140776319360654,1.4613579969563684,1.3503138114013553,1.1884888985181272,1.0268128349548022,0.4705612390522772,0.014051410502639704,0.7283768374108891
2020-07-15 10:15:00,3.0987995006992,3.105408588709816,3.100596675888622,3.075081091716532,0.5051128791411841,3.077792895509852,0.5131500985292096,0.14807445593499852,1.3434817728943036,1.3940603908395957,1.3546412304337723,0.8207570146405653,0.14607379871704476,0.014051410502639704,0.7958729563889233
2020-07-15 10:10:00,3.1650847216937876,3.156357768488701,3.121205645877282,3.0964003301717544,0.07849380409016166,3.0948756652059877,0.5958839905304826,0.2438243761486046,1.3135161936423558,1.1998478449816496,1.353785189033014,0.9585891708585208,0.294294109830982,1.418021509891386,0.6019764045117159
2020-07-15 10:05:00,3.1574657307748693,3.1677643012750187,3.1608969954850767,3.1580738414172145,0.3494431969233554,3.115008929490716,0.7718048288497182,0.35742905299812266,1.558519431865336,1.234461767047289,1.3140084957182296,1.3226340009758246,0.787020386641558,1.418021509891386,0.21643790038249783
2020-07-15 10:00:00,3.1658466207856786,3.1768895275040716,3.1738730136260846,3.1557896372970107,0.7171602300541183,3.1226351659622056,0.89722089019971,0.4746939149381239,1.6087445465476709,1.302443874686074,1.2825528396188837,1.2988127913443186,1.1151558215487016,0.014051410502639704,0.2259019608406928
