date,open,high,low,close,volume,ma|close|5_0,macd_12_26_9_0,macd_12_26_9_1,macd_12_26_9_2,stoch_14_3_0,stoch_14_3_1,trend|close|5_5_20
2020-07-14 10:45:00,0.9267701951844991,0.929502794096575,0.9308716187204813,0.9275032046716998,0.14231214660399208,0.9435567604983857,0.446054095387831,0.43307766879421955,0.39991447483647813,0.5774182754954106,0.6767638997652597,0.9135135135135123
2020-07-14 10:40:00,0.9180794985040603,0.9264937670153315,0.9174180621153574,0.9270759151118075,0.2679337829552422,0.9398650207660375,0.44168115962178645,0.43746397852354,0.37481783693802023,0.5328562763155479,0.604742611925422,0.9175675675675687
2020-07-14 10:35:00,0.9262003134349621,0.9320819601662129,0.9235723486474887,0.9183876940606757,0.3045166564479869,0.9352791878172599,0.43140891091768396,0.4387321400960823,0.34063069884106617,0.36259306230628746,0.49381305176471524,1.0
2020-07-14 10:30:00,0.9457187633566031,0.9455509385298755,0.9328753399169893,0.9260789061387271,0.20866544042509705,0.9342120443008781,0.4289206070802359,0.4392038470453381,0.3318984312177142,0.35178515352560813,0.41786817106291557,1.0
2020-07-14 10:25:00,0.9403048867360022,0.9456942255337442,0.9450407900386435,0.9460190856003425,0.14353838817358128,0.9356829718504858,0.44174911566317737,0.4423797457028196,0.3615469824479638,0.5041871907207409,0.4082185670228726,0.8188405797101443
2020-07-14 10:20:00,0.9318991309303315,0.9465539475569562,0.9403177329325891,0.9403218914684524,0.22685469037400363,0.9382787263497931,0.4471970586770425,0.4461089308282983,0.36761317300003155,0.6806527074729984,0.5152728930782262,0.8943661971830972
2020-07-14 10:15:00,0.9528422852258149,0.9557243158045563,0.9383140117360815,0.9317761002706173,0.3453913754342939,0.9392305029995391,0.44466323099512806,0.44853952561469973,0.35337552776277836,0.7053474502520385,0.6342769037089734,1.0
2020-07-14 10:10:00,0.9621028636557907,0.9621722309786502,0.9553456419063977,0.9529981484119072,0.2194972409564684,0.9462390401476704,0.45823840579434305,0.4534454194248868,0.3805145170931795,0.6835273557723537,0.694640237429581,0.9845559845559899
2020-07-14 10:05:00,0.9682290924633135,0.9720590342455941,0.9689423214541293,0.961401509756445,0.1261666326044008,0.9533917858790968,0.47466252941151793,0.4609530492953166,0.409039752428772,0.7098877108229174,0.7044803212893588,0.8706563706563746
2020-07-14 10:00:00,0.9645248610913235,0.9707694512107752,0.9730928867897526,0.9683805725680106,0.14122215409769054,0.9579199353945556,0.49206297019433287,0.47075505114324195,0.43419507145038816,0.8631138546800594,0.7575822358417864,0.7760617760617786
2020-07-14 09:55:00,0.9606781592819482,0.9644648230405499,0.960498067840275,0.9646773963822821,0.19674364738742417,0.9628518689432406,0.5020155681492444,0.48076780717229195,0.43650576418606046,0.8828135596451948,0.82465912085986,0.8262548262548268
2020-07-14 09:50:00,0.9710785012109984,0.9707694512107752,0.9675110920280523,0.9608317903432559,0.22535595067783906,0.9687355791416716,0.5059126821154877,0.48962816556958116,0.42387096461954044,0.8797953936293131,0.881847616008094,0.906804733727814
2020-07-14 09:45:00,0.9646673315287075,0.974924774322969,0.9709460426506373,0.9705170203674691,0.281626813815655,0.9722831102907254,0.5151727190102985,0.4987365249694389,0.42659002865906065,0.8772480099193283,0.8866049704430099,0.806213017751479
2020-07-14 09:40:00,0.9562615757230368,0.9644648230405499,0.9627880349219979,0.9648198262355794,0.26262006948702227,0.9729753114905404,0.5169881146520117,0.5064192401925137,0.4109593748548642,0.8654268596904605,0.8807528559913163,0.8653846153846156
2020-07-14 09:35:00,0.9561191052856528,0.9573004728471126,0.9493344783168745,0.9559891753311498,0.5373663056066489,0.9704660821412099,0.5105992152541199,0.5111716769800133,0.3788320260238699,0.8291959693545242,0.8637218137109063,0.9571005917159746
2020-07-13 15:00:00,0.9652372132782445,0.9656111190715002,0.9709460426506373,0.9655319755020657,0.1661557326793378,0.9706391324411641,0.511640142410398,0.5152007041783052,0.37090061857193546,0.7985808101170729,0.8372435597561234,0.8579881656804735
2020-07-13 14:55:00,0.9650947428408605,0.9644648230405499,0.9690854443967369,0.9652471157954712,0.16029702295796713,0.9715332256575921,0.5111169857118711,0.5183097995498499,0.3608145563261693,0.784496035376296,0.81000340217651,0.8609467455621277
2020-07-13 14:50:00,0.9687989742128504,0.9709127382146439,0.9723772720767143,0.9652471157954712,0.0916956195926153,0.9704660821412099,0.5095880882378148,0.520463547584073,0.3503402011289741,0.8068827294219985,0.8024930848527393,0.8609467455621277
2020-07-13 14:45:00,0.9709360307736143,0.9727754692649375,0.9740947473880062,0.9688078621279024,0.099734314326589,0.9712736502076611,0.5099601299089466,0.5222677067265723,0.3465073352362682,0.8124552982460026,0.8071630390533957,0.8239644970414174
2020-07-13 14:40:00,0.9621028636557907,0.9700530161914314,0.9706597967654216,0.9710867397806586,0.0991211935417944,0.9743308721735127,0.510855535407556,0.5239063663278644,0.3446928109142161,0.8471860781968645,0.8282636105547553,0.800295857988164
2020-07-13 14:35:00,0.9541245191622734,0.9650379710560251,0.9626449119793903,0.9629682381427149,0.1285509912119354,0.9738117212736506,0.5043500308253006,0.523798121251954,0.32553988153467134,0.8003651375678874,0.8260698823844306,0.8846153846153877
2020-07-13 14:30:00,0.9514175808519725,0.9557243158045563,0.9559181336768288,0.9544224469448799,0.17296818584372228,0.971619750807569,0.4917996505008658,0.5209736656415906,0.29575955681216226,0.6445152929118051,0.7695436793216011,0.9733727810650925
2020-07-13 14:25:00,0.9640974497791706,0.9666141280985814,0.9547731501359671,0.9518587095855295,0.2151372709312623,0.9689086294416249,0.47914438281062055,0.515953360474273,0.27168443008011617,0.44703350360933913,0.6348580477340773,0.9543010752688157
2020-07-13 14:20:00,0.9719333238353038,0.9713425992262503,0.9646486331758983,0.9636803874092008,0.23325839634852508,0.9678703276419021,0.4773439749751878,0.5115443582201027,0.27838670850309977,0.45393216878849574,0.5182536668903714,0.8390957446808519
2020-07-13 14:15:00,0.9876050719475704,0.9873907436595499,0.9726635179619292,0.9722261786070363,0.320730294979222,0.9681010613751737,0.48161083423134626,0.508947969751457,0.2982600675246933,0.5472179141358043,0.48550476123666103,0.756578947368421
2020-07-13 14:10:00,0.9884598945718759,0.9924057887949562,0.995706311721769,0.9880358923230315,0.09680495946590366,0.9731772035071531,0.4960324634315793,0.5100169305860424,0.338446677173352,0.7463130152572104,0.5862379630386214,0.6060606060606017
2020-07-13 14:05:00,0.9858954266989599,0.988250465682762,0.9914126234435381,0.9887480415895178,0.11288234893385107,0.9801280572219655,0.506918645057086,0.5132469146419286,0.3621399706227796,0.83549565034166,0.7146667718665941,0.595873786407763
2020-07-13 14:00:00,0.9881749536971074,0.9901131967330561,0.9914126234435381,0.9858994445235729,0.11601607738946794,0.9870212275034609,0.51223934071995,0.5169916091365139,0.3677832165376643,0.9026536836596798,0.8343013666370186,0.6172985781990483
2020-07-13 13:55:00,0.9850406040746544,0.9903997707407934,0.9911263775583228,0.9883207520296255,0.13924654268001904,0.9920108444854638,0.5170927824436701,0.5210461407555678,0.3711802470920821,0.9007723385960368,0.8862901650095277,0.5929705215419483
2020-07-13 13:50:00,1.0,0.9998567129961309,0.9906970087304994,0.9851872952570866,0.23107841133592202,0.9946354407014302,0.5173573087515424,0.5243474723401358,0.3629222194747514,0.8335386849556206,0.8856314784590655,0.6063394683026555
2020-07-13 13:45:00,0.9935888303177092,0.9992835649806562,1.0,1.0,0.11935417944001635,0.9970581449007847,0.5274878227591921,0.5291985044615083,0.37991301772963554,0.8769984451761715,0.8769962922373058,0.5
2020-07-13 13:40:00,0.9955834164410877,1.0,0.9994275082295698,0.9934482267483267,0.1547789358948157,0.9980099215505311,0.5292037156312126,0.5334536513795071,0.37337977789836474,0.8669443918689502,0.8656102893484249,0.5174291938997813
2020-07-13 13:35:00,0.9878900128223393,0.9982805559535746,0.9932732216974385,0.9957271044010825,0.2402752231078411,1.0,0.5309326958801169,0.5372349451399028,0.36818448809103516,0.9317957882183698,0.8986822245335108,0.5
2020-07-13 13:30:00,0.9794842570166686,0.9871041696518126,0.9841133533705455,0.9876086027631397,0.15491518495810339,0.9998557914167052,0.524851477378894,0.5389333651997802,0.34534802001515513,0.8539355575822468,0.8909195865321893,0.5
2020-07-13 13:25:00,0.9752101438951417,0.9852414386015185,0.9818233862888222,0.9797749608317905,0.190680564071122,0.9987598061836644,0.5129341780764944,0.5376923480244742,0.3131202548051866,0.7689844554808015,0.8579476734655009,0.5
2020-07-13 13:20:00,0.9717908533979194,0.9780770884080812,0.9803921568627452,0.9753596353795762,0.21527351999455,0.9937701892016619,0.49914489025468833,0.5336914076482504,0.2828606677481514,0.6424427096421916,0.7605555670171075,0.5
2020-07-13 13:15:00,0.9621028636557907,0.9713425992262503,0.9705166738228139,0.972083748753739,0.1579807888820764,0.9894439317028154,0.4849009642354971,0.5273833496029178,0.2575656059377329,0.5065825788020346,0.6436415239697907,0.5
2020-07-13 13:10:00,0.9639549793417861,0.9643215360366812,0.9660798626019753,0.9622560888762286,0.1303903535663192,0.9826661282879563,0.4655476237298599,0.5181149810614276,0.22510898788961411,0.33521429053509505,0.49764069243757214,0.026041666666666907
2020-07-13 13:05:00,0.9582561618464167,0.9634618140134692,0.966222985544583,0.9643925366756871,0.19326929627358808,0.9779649284725438,0.45138793582553227,0.5076113569889168,0.2115657406477438,0.2080125148190408,0.35141770429171243,0.0
