市场代码,证券代码,时间,最新价,成交笔数,成交额,成交量,方向,买一价,买二价,买三价,买四价,买五价,卖一价,卖二价,卖三价,卖四价,卖五价,买一量,买二量,买三量,买四量,买五量,卖一量,卖二量,卖三量,卖四量,卖五量
SZ,000001,2019-06-05 09:25:03,11.9700,361,11337984.0000,9472,B,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,2065,1752,1089,1257,245,276,1547,1537,1939,214
SZ,000001,2019-06-05 09:30:03,11.9800,382,16674780.0000,13925,B,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,214,2628,1375,2999,114,1220,3166,1073,1443,930
SZ,000001,2019-06-05 09:30:06,11.9800,61,1469220.0000,1226,S,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,344,3745,1437,3001,118,800,3356,1106,1495,1047
SZ,000001,2019-06-05 09:30:09,11.9800,71,1440468.0000,1202,S,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,81,4308,1470,3001,118,226,3397,1126,1550,1114
SZ,000001,2019-06-05 09:30:12,11.9900,18,209668.0000,175,B,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,61,4689,1284,3103,118,410,3407,1126,1550,1114
SZ,000001,2019-06-05 09:30:15,11.9900,53,967196.0000,807,B,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,6,4606,1292,3103,118,438,3663,1126,1595,1114
SZ,000001,2019-06-05 09:30:18,11.9900,18,285280.0000,238,B,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,33,4621,1292,3103,118,1727,3673,1135,1595,1114
SZ,000001,2019-06-05 09:30:21,11.9800,51,2953212.0000,2464,S,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,4115,1292,3100,118,1356,30,166,3473,1145,1599
SZ,000001,2019-06-05 09:30:24,11.9800,28,464912.0000,388,B,11.9800,11.9700,11.9600,11.9500,11.9400,11.9900,12.0000,12.0100,12.0200,12.0300,93,4160,1302,3100,377,111,3475,1145,1399,1094
SZ,000001,2019-06-05 09:30:27,11.9600,202,7431580.0000,6210,S,11.9500,11.9400,11.9300,11.9200,11.9100,11.9600,11.9700,11.9800,11.9900,12.0000,3788,377,1356,84,425,4122,100,303,346,3465
SZ,000001,2019-06-05 09:30:30,11.9600,8,3088072.0000,2582,B,11.9500,11.9400,11.9300,11.9200,11.9100,11.9600,11.9700,11.9800,11.9900,12.0000,3735,377,1356,84,425,1689,119,502,1089,3495
SZ,000001,2019-06-05 09:30:33,11.9800,17,2585268.0000,2161,B,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,240,141,3751,377,1356,333,1157,3530,1125,1399
SZ,000001,2019-06-05 09:30:36,11.9800,28,955600.0000,798,B,11.9600,11.9500,11.9400,11.9300,11.9200,11.9800,11.9900,12.0000,12.0100,12.0200,604,3751,377,1356,84,30,1336,3545,1125,1399
SZ,000001,2019-06-05 09:30:39,11.9700,8,250100.0000,209,S,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,721,3982,377,1356,84,269,140,1363,3585,1105
SZ,000001,2019-06-05 09:30:42,11.9700,29,548328.0000,458,B,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,756,610,3994,385,1356,602,1373,3595,1120,1249
SZ,000001,2019-06-05 09:30:45,11.9800,11,375864.0000,314,B,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,463,426,4004,390,1356,808,1454,3598,1099,1249
SZ,000001,2019-06-05 09:30:48,11.9700,13,420220.0000,351,S,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,191,456,4004,390,1356,1055,1729,3608,1079,1259
SZ,000001,2019-06-05 09:30:51,11.9700,20,954200.0000,797,S,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,730,489,4004,390,1356,1081,1778,3615,1079,1259
SZ,000001,2019-06-05 09:30:54,11.9700,31,778432.0000,650,S,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,738,489,4004,390,1356,707,1713,3630,1079,1264
SZ,000001,2019-06-05 09:30:57,11.9700,22,1241288.0000,1037,S,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,489,4604,390,1356,84,56,917,1723,3630,1079
SZ,000001,2019-06-05 09:31:00,11.9700,25,551640.0000,461,B,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,264,4604,390,1356,84,85,1005,1798,3749,1076
SZ,000001,2019-06-05 09:31:03,11.9700,18,244188.0000,204,B,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,279,392,4596,390,1356,1211,1803,3745,1076,1254
SZ,000001,2019-06-05 09:31:06,11.9700,36,1539632.0000,1286,S,11.9700,11.9600,11.9500,11.9400,11.9300,11.9800,11.9900,12.0000,12.0100,12.0200,118,387,4596,390,1356,942,1803,3750,1076,1254
SZ,000001,2019-06-05 09:31:09,11.9600,18,280060.0000,234,S,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,1237,4585,390,1356,84,333,943,1712,3750,1066
SZ,000001,2019-06-05 09:31:12,11.9700,6,73016.0000,61,B,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,1332,4575,390,1356,84,731,1112,1702,3750,1066
SZ,000001,2019-06-05 09:31:15,11.9600,17,286000.0000,239,S,11.9600,11.9500,11.9400,11.9300,11.9200,11.9700,11.9800,11.9900,12.0000,12.0100,1296,4575,400,1356,84,720,1219,1742,3738,1066
