市场代码,证券代码,时间,最新价,成交笔数,成交额,成交量,方向,买一价,买二价,买三价,买四价,买五价,卖一价,卖二价,卖三价,卖四价,卖五价,买一量,买二量,买三量,买四量,买五量,卖一量,卖二量,卖三量,卖四量,卖五量
SZ,000001,2019-06-13 09:25:03,12.5400,69,1004454.0000,801,S,12.5400,12.5300,12.5200,12.5100,12.5000,12.5500,12.5600,12.5700,12.5800,12.5900,6,30,142,712,513,542,426,844,4,15
SZ,000001,2019-06-13 09:30:03,12.5300,45,727053.0000,580,S,12.5300,12.5200,12.5100,12.5000,12.4900,12.5400,12.5500,12.5600,12.5700,12.5800,26,187,726,1858,95,385,371,434,613,286
SZ,000001,2019-06-13 09:30:06,12.5400,20,226799.0000,181,B,12.5200,12.5100,12.5000,12.4900,12.4800,12.5400,12.5500,12.5600,12.5700,12.5800,180,734,1879,118,365,477,379,417,613,286
SZ,000001,2019-06-13 09:30:09,12.5400,2,3762.0000,3,B,12.5200,12.5100,12.5000,12.4900,12.4800,12.5400,12.5500,12.5600,12.5700,12.5800,366,735,1897,118,385,529,378,417,613,286
SZ,000001,2019-06-13 09:30:12,12.5300,4,31349.0000,25,S,12.5200,12.5100,12.5000,12.4900,12.4800,12.5400,12.5500,12.5600,12.5700,12.5800,336,735,1895,118,385,506,378,417,613,286
SZ,000001,2019-06-13 09:30:15,12.5200,4,80128.0000,64,S,12.5200,12.5100,12.5000,12.4900,12.4800,12.5400,12.5500,12.5600,12.5700,12.5800,262,735,1896,118,385,506,378,417,633,286
SZ,000001,2019-06-13 09:30:18,12.5300,2,31345.0000,25,B,12.5300,12.5200,12.5100,12.5000,12.4900,12.5400,12.5500,12.5600,12.5700,12.5800,49,270,735,1899,118,486,378,417,633,286
SZ,000001,2019-06-13 09:30:21,12.5400,20,450823.0000,360,B,12.5200,12.5100,12.5000,12.4900,12.4800,12.5300,12.5400,12.5500,12.5600,12.5700,5,735,1929,118,385,4,462,363,417,633
SZ,000001,2019-06-13 09:30:24,12.5200,6,55088.0000,44,S,12.5100,12.5000,12.4900,12.4800,12.4700,12.5200,12.5300,12.5400,12.5500,12.5600,735,1929,118,385,315,250,50,460,363,414
SZ,000001,2019-06-13 09:30:27,12.5200,4,65074.0000,52,B,12.5100,12.5000,12.4900,12.4800,12.4700,12.5200,12.5300,12.5400,12.5500,12.5600,711,1929,118,388,315,234,44,488,363,414
SZ,000001,2019-06-13 09:30:30,12.5200,6,128956.0000,103,B,12.5100,12.5000,12.4900,12.4800,12.4700,12.5200,12.5300,12.5400,12.5500,12.5600,721,1929,118,388,315,150,26,476,343,414
SZ,000001,2019-06-13 09:30:33,12.5200,13,190302.0000,152,B,12.5100,12.5000,12.4900,12.4800,12.4700,12.5300,12.5400,12.5500,12.5600,12.5700,802,1932,118,388,315,26,476,343,414,633
SZ,000001,2019-06-13 09:30:36,12.5100,10,80096.0000,64,S,12.5200,12.5100,12.5000,12.4900,12.4800,12.5300,12.5400,12.5500,12.5600,12.5700,10,758,1932,118,388,22,442,343,414,633
SZ,000001,2019-06-13 09:30:39,12.5300,6,279200.0000,223,B,12.5200,12.5100,12.5000,12.4900,12.4800,12.5300,12.5400,12.5500,12.5600,12.5700,301,675,1922,118,388,18,442,315,414,633
SZ,000001,2019-06-13 09:30:42,12.5300,1,5012.0000,4,B,12.5200,12.5100,12.5000,12.4900,12.4800,12.5300,12.5400,12.5500,12.5600,12.5700,347,685,1922,118,388,14,430,287,414,633
SZ,000001,2019-06-13 09:30:45,12.5200,5,266676.0000,213,S,12.5200,12.5100,12.5000,12.4900,12.4800,12.5300,12.5400,12.5500,12.5600,12.5700,134,687,1923,118,388,18,410,287,375,633
SZ,000001,2019-06-13 09:30:48,12.5300,4,128960.0000,103,B,12.5200,12.5100,12.5000,12.4900,12.4800,12.5300,12.5400,12.5500,12.5600,12.5700,50,718,1923,118,388,99,410,287,375,633
SZ,000001,2019-06-13 09:30:51,12.5200,19,112700.0000,90,S,12.5100,12.5000,12.4900,12.4800,12.4700,12.5200,12.5300,12.5400,12.5500,12.5600,718,1923,118,388,315,1613,81,410,287,375
SZ,000001,2019-06-13 09:30:54,12.5100,1,11259.0000,9,S,12.5100,12.5000,12.4900,12.4800,12.4700,12.5200,12.5300,12.5400,12.5500,12.5600,759,1923,118,388,315,1634,81,410,278,375
SZ,000001,2019-06-13 09:30:57,12.5200,2,43787.0000,35,B,12.5100,12.5000,12.4900,12.4800,12.4700,12.5200,12.5300,12.5400,12.5500,12.5600,746,1933,125,388,315,1643,92,410,279,389
SZ,000001,2019-06-13 09:31:00,12.5100,4,633006.0000,506,S,12.5100,12.5000,12.4900,12.4800,12.4700,12.5200,12.5300,12.5400,12.5500,12.5600,579,1924,125,388,315,1643,119,410,279,389
