市场代码,证券代码,时间,最新价,成交笔数,成交额,成交量,方向,买一价,买二价,买三价,买四价,买五价,卖一价,卖二价,卖三价,卖四价,卖五价,买一量,买二量,买三量,买四量,买五量,卖一量,卖二量,卖三量,卖四量,卖五量
SZ,000001,2019-06-24 09:25:03,13.6900,216,10245596.0000,7484,B,13.6800,13.6600,13.6500,13.6400,13.6300,13.6900,13.7000,13.7100,13.7200,13.7300,43,23,78,657,67,1833,1230,363,1197,392
SZ,000001,2019-06-24 09:30:03,13.6500,126,3391390.0000,2482,S,13.6500,13.6400,13.6300,13.6200,13.6100,13.6800,13.6900,13.7000,13.7100,13.7200,64,440,77,295,96,1479,2277,1313,750,1020
SZ,000001,2019-06-24 09:30:06,13.6800,104,4195840.0000,3068,B,13.6500,13.6400,13.6300,13.6200,13.6100,13.6800,13.6900,13.7000,13.7100,13.7200,346,441,78,295,112,69,2363,1313,758,970
SZ,000001,2019-06-24 09:30:09,13.6900,29,1122290.0000,820,B,13.6500,13.6400,13.6300,13.6200,13.6100,13.6800,13.6900,13.7000,13.7100,13.7200,542,554,108,295,114,12,2020,1345,758,970
SZ,000001,2019-06-24 09:30:12,13.6500,9,283970.0000,208,S,13.6500,13.6400,13.6300,13.6200,13.6100,13.6600,13.6700,13.6800,13.6900,13.7000,446,441,108,305,124,2,23,212,1999,1341
SZ,000001,2019-06-24 09:30:15,13.6500,5,28670.0000,21,S,13.6600,13.6500,13.6400,13.6300,13.6200,13.6700,13.6800,13.6900,13.7000,13.7100,1,431,441,108,305,21,348,1999,1295,771
SZ,000001,2019-06-24 09:30:18,13.6600,18,330656.0000,242,S,13.6600,13.6500,13.6400,13.6300,13.6200,13.6700,13.6800,13.6900,13.7000,13.7100,185,225,441,108,305,4,409,1999,1295,771
SZ,000001,2019-06-24 09:30:21,13.6600,3,62838.0000,46,S,13.6600,13.6500,13.6400,13.6300,13.6200,13.6700,13.6800,13.6900,13.7000,13.7100,142,127,441,108,305,2,409,1984,1274,771
SZ,000001,2019-06-24 09:30:24,13.6600,14,229486.0000,168,S,13.6500,13.6400,13.6300,13.6200,13.6100,13.6600,13.6800,13.6900,13.7000,13.7100,117,441,108,305,124,109,606,1944,1274,771
SZ,000001,2019-06-24 09:30:27,13.6500,20,424552.0000,311,S,13.6500,13.6400,13.6300,13.6200,13.6100,13.6600,13.6800,13.6900,13.7000,13.7100,7,438,108,305,124,302,606,1944,1274,771
